0;Skuodo m.,Vilniaus g.
1;42 000 €
2;536€/m²
3;78.35
4;3
;skelbimas
0;Mažeikių m.,Sodų g.
1;29 500 €
2;968€/m²
3;30.48
4;1
;skelbimas
0;Šakių m.,E. Steponaičio g.
1;43 000 €
2;778€/m²
3;55.29
4;3
;skelbimas
0;Kaunas, Vičiūnai,Kiškių g.
1;220 000 €
2;2588€/m²
3;85
4;3
;skelbimas
0;Vilnius, Pašilaičiai,Perkūnkiemio g.
1;133 000 €
2;2608€/m²
3;51
4;2
